,Unnamed: 0,listing_id,id,date,reviewer_id,reviewer_name,comments,langs,room_type,calculated_host_listings_count,is_superhost
120,365,85324,2291583,2012-09-14,3486204,Cole,"There was no heat, the heater was broken, and the host decided to just ""give me blanket"".  Very cold and uncomfortable.  The sheets were very old, and had a dirty feeling.  In a very bad neighborhood as well, and the shower head barely worked.  Highly NOT RECOMMENDED ",en,Entire home/apt,2,No
121,367,85324,236851815,2018-02-20,7485513,Sterling,The host canceled this reservation 22 days before arrival. This is an automated posting.,en,Entire home/apt,2,No
122,368,88731,1000551,2012-03-14,1756472,George,"I highly recommend staying with Ximena. She is a delight and made me feel welcome in her home instantly. She is a warm and caring person, interesting to talk with, and has very nice family and friends. The location is quiet, away from the center of Santiago, yet still very convenient because of the proximity to the Metro – just what I was looking for. I was very comfortable staying there, and I would definitely stay with her again.",en,Private room,2,No
123,370,88731,1609375,2012-07-02,1406515,Belinda,"Ximena is a cultured, well-traveled woman with a cosmopolitan view of the world. She generously shares her home and made me feel completely welcome. I had access to the kitchen, washing machine, and reliable wifi. I had a private, clean bathroom with plenty of hot water. There is an adorable cat to pet and play with. She has lovely, interesting family and friends. Her apt building is in one of the safest parts of Santiago, and proximity to the metro provides easy access to the city. I am honored to count Ximena as a friend, and I would certainly stay there again in the future!",en,Private room,2,No
124,371,88731,1653663,2012-07-07,2607605,Jorge,The reservation was canceled 30 days before arrival. This is an automated posting.,en,Private room,2,No
125,372,88731,1695719,2012-07-13,2262766,Eleni,"I stayed for a week at Ximena's lovely home and I immediately felt welcome in her home and family. She is a wonderful host,  a very warm and  considerate person and she made my stay an excellent experience. I would recommend this host without a doubt.",en,Private room,2,No
126,373,88731,1767422,2012-07-22,2224914,Annie,"Staying with Ximena was like visiting your favourite aunt! She is a warm, wonderful, funny, caring person who can tell you the things to do, how to get about,... pretty much everything! The apartment is well located - close to a main street ( banks,shops, supermarket and metro) but not actually on it so it is not too noisy. Ximena warns you that she smokes but I did not find this intrusive - although others might. I had my own bathroom and felt very comfortable sharing the kitchen and lounge which were well set up and homely. There is a laundry and clothesline that you can use which was handy.I came into her home as a guest and left a friend, What better experience could you want?",en,Private room,2,No
127,376,88731,3635376,2013-02-26,5035215,Christine,"I had a wonderful time at her home. Ximena is a fantastic host - among many many other things she made sure, that I never ran out of coffee.
Thanks to her I explored places in and around Santiago I normally would not even have known of and on top of that we had very good and interesting conversations hitting on all sorts of topics. Ximena is a warm, loving and very interesting lady. Thanks for having me there.",en,Private room,2,No
128,378,88731,5948913,2013-07-23,5847917,Lesley,"After having a miserable first home stay experience in Santiago, I was so lucky to stumble upon Ximena. She is such a sweet, funny and genuine person. She really cared about my well being and happiness and tried her best to make sure that the rest of my time in Santiago was amazing. I would completely recommend staying with Ximena, especially if you are looking for a good friend during your time in Santiago. She's the best! :)",en,Private room,2,No
129,379,88731,6114754,2013-07-30,6119078,Rudi,"I had a great time in Ximena´s appartment, own room with wifi and great location. Ximena is very helpful.",en,Private room,2,No
130,380,88731,6252525,2013-08-05,2519232,Sergio,"Ximena is an amazing hostess, she knows how to make you feel confortable and at home. You will find an educated person and good conversation.

Her place is located at an amazing neighborhood and a walk distance from many interesting places - restaurants, shoppings, delicatessens - not to mention the Metro Station - Manquehue.

Her fantastic condominium has a swimming pool (closed during winter time) and a gymnasium that is always opened to workout.",en,Private room,2,No
131,381,88731,7806470,2013-10-04,6379467,Viktoria,I could not have chosen a better host for my stay in Chile! Everything was superduper and I could not imagine the whole summer without Ximena. Best stay I had in all of my interships!,en,Private room,2,No
132,383,88731,9232603,2013-12-15,245280,Micah,"Fantastic, friendly and helpful host.  Nice room and your own nice clean bathroom. Shared w host and very cute kitty (who loves only her mommy), this apartment is very well situated to easily get to any place you want in Santiago.  You can buy local food and cook if you want. Nice breakfast included to start the day. So happy w the place and host, am looking forward to come back.  Thanks for everything Ximena!",en,Private room,2,No
133,384,88731,9859569,2014-01-14,6956239,Daiana,This was my best airbnb stay so far. Ximena is an amazing host and such a lovely and adorable person  who makes you feel at home  from the very first moment. The room is nice and cozy and the place is situated in a very safe area with shops and supermarket and the Metro just around the corner. Saying goodbye was really hard .... thank you so so much Ximena!!!,en,Private room,2,No
134,385,88731,10615318,2014-02-28,4123258,Susanne,I felt like at home in Ximena's house. She is a wunderful host.,en,Private room,2,No
135,388,88731,12637945,2014-05-06,13808131,Glen,"Ximena is one of the loveliest, happiest and most outgoing hosts I've stayed with. She is very sweet and helpful, an interesting woman with a lovely apartment in a very central and good location. She was extremely accommodating with me and I am grateful for the opportunity to know her and stay with her.",en,Private room,2,No
136,389,88731,13166364,2014-05-20,11069978,Alan,"Ximena is a great host, she is really easygoing and always tries to make you comfortable, the place is really well located and has a spectacular view! ",en,Private room,2,No
137,392,88731,16847983,2014-08-03,17527670,Diego,"Excelente anfitriona! Ximena es una persona muy amable y atenta. Siempre estuvo pendiente de mi tanto en la casa, como cuando estuve en la calle conociendo. La recomiendo cuando se busca llegar a un hogar caluroso y su un gato es muy cariñoso!

Excellent host! Ximena is a very kind and helpful person. She was always looking out for me, not only at home but also when I was site-seeing. I recommend her if you are looking for a warm home and her cat is very kind too! ",en,Private room,2,No
138,393,88731,20521819,2014-09-30,9596575,John,"Ximena did a great job of making me welcome and did everything possible to make my first trip to Chile a happy one. She waited in for me even though I was four hours late and gave me tea and cake to help me get my strength back. She even offered me supper on my first night even though she doesn't normally cook meals. She gave me a good breakfast each day and was happy to adapt it to the tastes of her guests. She helped me with advice about places to see and how to get there.
The second best feature was how convenient her flat is for getting to all the main places that a tourist or student would want.  It is a short safe  walk and less than ten minutes door to train at the local metro station Manquehue. This line is very cheap, clean and efficient and mostly not too crowded. Close to her flat there is a large modern supermarket as well as a shopping centre with a food court. There is a pharmacy, green grocer, a cafe and a cake shop within 100 meters.
Overall a very good experience for me and I hope to go back another time. I think that Ximena was one of Airbnb's first hosts in Chile and she takes the role of hostess very seriously.",en,Private room,2,No
139,398,88731,36573222,2015-06-29,35015805,Pablo,Ximena was a very nice and warming host. She even took time to show me the neighborhood on my first day in Chile.  She also make reservations for the taxi to pick me up for my flight back home. Great help!!,en,Private room,2,No
140,400,88731,53367567,2015-11-08,45855173,Roz,"Ximena was a great host. She made me feel welcome even before I arrived. She was very helpful with anything I asked.  The bed was comfy and the bedroom had everything I needed.  A great area, and a wonderful stay.",en,Private room,2,No
141,401,88731,56910647,2015-12-20,29847950,Karel,"A nice place, good location, and a very warm welcome! Ximena helped me with anything I needed and made me feel very welcome, thank you!",en,Private room,2,No
142,403,88731,108533191,2016-10-16,86183341,Guanghui,"I recommend ximene's apartment strongly, give me another chance i still choose to live with her.",en,Private room,2,No
143,405,88731,188793919,2017-08-30,115547321,Alex,"Ximena was such a wonderful host, very welcoming. 
The apartment is located close to a metro station making it a very easy and fast transfer to anywhere in Santiago.",en,Private room,2,No
144,406,88731,349127391,2018-11-16,8229944,Rob,"Excellent location - quite at night but great access to everything you will need - public transport, shops, parks, mall, restaurants etc.",en,Private room,2,No
145,407,88944,650489,2011-10-21,95686,Vinicius,Nice apartment in a good part of Santiago.,en,Entire home/apt,1,No
146,408,88944,888687,2012-01-29,1348781,Hannah,"Great location in the Providencia area next to restaurants, stores, a grocery store and metro. Leonardo was very nice and accommodating to our needs. The apartment was everything promised for the price. ",en,Entire home/apt,1,No
147,409,88944,1080248,2012-04-03,2005294,Lydian,"We rented the apartment for a week. It is very comfortable and had everything we needed to have a pleasant stay. The location is very central close to supermarket, shops, metro station, bars, etc. Excellent location. 

Leonardo himself is very kind and helped us with many things, always responding quickly to any queries. A great host! Thanks, Leonardo! ",en,Entire home/apt,1,No
148,413,88944,1870250,2012-08-02,617922,Carlos,"The apartment is very nice, but its location is great. It's just walking distance to Costanera Center where you can find pretty much everything. The metro is half a block away and the building is over an underground shopping mall. In addition, these days were very cold outside but the apartment kept very warm, I liked my stay there very much. Leonardo was a great host, very easy going and with a good vibe.",en,Entire home/apt,1,No
149,414,88944,3006477,2012-12-02,2382823,Claudia,"Leonardo is a great host. The apartment is very comfortable and the location is perfect.
A  truly convenient experience indeed! 
 ",en,Entire home/apt,1,No
150,415,88944,7852742,2013-10-06,5100045,Lucrecia,"Leonardo's apartment is clean, and comfortable. It is also greatly located, within walking distance of the Costanera Center (one of the major malls in Santiago). The building is connected with a small shopping center, supermarket included, and a Metro Station! Definitely recommended.",en,Entire home/apt,1,No
151,416,88944,8690708,2013-11-12,5735432,Gail,"I stayed for 4 weeks.  The apartment is spacious, secure, comfortable and excellently situated in Providencia over the Los Leones metro station and a shopping mall.  Thank you Leonardo for your hospitality.  ",en,Entire home/apt,1,No
152,417,88944,10100350,2014-01-31,3747125,Scott,"Wonderfully located apartment, clean, plenty of space, and very easy and pleasant to work with Leonardo. The kitchen is slightly dated, but perfectly serviceable. Overall an excellent experience, and an excellent option for travelers needing a place in Santiago. ",en,Entire home/apt,1,No
153,418,88944,11411038,2014-04-01,12976105,Philippe,"I stayed for 10 days in this flat. Great location; clean and very quiet flat for a reasonable price. The pictures on the website give a good description of the place. It was also nice to have a real kitchen (more than the usual little stove in a corner) and a big table to eat or work. Leonardo was very helpful, and all was very easy. Should I come back to Santiago, I will use this flat again….",en,Entire home/apt,1,No
154,419,88944,13006459,2014-05-17,6013244,George,Very nice apartment in an excellent location in Providencia. Very good value for money and very well organised,en,Entire home/apt,1,No
155,421,88944,18786811,2014-09-01,13405131,Lili,"The apartment is old-fashioned but functional and extremely well located, with a supermarket, a department store and the subway in the building basement!
Even though it is in a very busy corner, the apt faces an interior patio so it is super quiet. I totally recommend for short and medium stays in Santiago!",en,Entire home/apt,1,No
156,422,88944,19868403,2014-09-20,16266083,Verioska,"Confortable, great location, close to stores and park.  Located close to transportation and very safe area.  Could used a bit of updating (floors and kitchen) and a more detailed cleaning could help with first impressions. ",en,Entire home/apt,1,No
157,424,88944,22837323,2014-11-16,4122038,Javier,"Really nice apartment, located in a great area of Santiago with the possibility to feel like home. No trouble at all, and we will bookmark it for future visits. Very recomendable.",en,Entire home/apt,1,No
158,426,88944,24224107,2014-12-23,16924707,Neville,The nieghbourhood was great and the flat very well situated to shops and metro. The keys were conveniently left with the concierge which made it easy for me to arrive at my own time. The flat had all the necessary things to make it comfortable and I enjoyed my 12 days.,en,Entire home/apt,1,No
159,427,88944,25954354,2015-01-31,23452324,Andreas,"The place was wonderful, looked exactly as on the pictures, very well located (directly at a metro stop). Leonardo was very nice and helpful, I would do it again, definitly. Gracias, Leonardo!",en,Entire home/apt,1,No
160,428,88944,27390624,2015-03-03,18087140,Regina,"The apartment was ready for us when we arrived and it was exactly as pictured. The location is the best, right in the middle of Providencia, a very lovely neighborhood. The metro is in the basement as is a grocery store, several restaurants, and a beauty shop, to name just a little of what is available an elevator ride away. The largest mall in Latin America is just down the street and restaurants/cafes abound within five minutes walking. The apartment itself is very basic which Leonardo makes clear in his description. As we were out and about a lot, we just wanted a basic place to stay. It met our needs.

Leonardo responded to all our questions promptly. 

",en,Entire home/apt,1,No
161,429,88944,27796325,2015-03-12,5467877,Melitte,"Hard to imagine a nicer neighborhood, in the center of things, safe, cute shops and grocery stores very close by. Loved the easy access to the subway which was very easy to navigate.  Although we didn't meet Leonardo getting the keys (which I was a little nervous about) was super easy.  The kitchen is perfectly acceptable for making a sandwich or opening a bottle of wine and the balcony was a great place to relax at the end of the day.",en,Entire home/apt,1,No
162,431,88944,30124607,2015-04-18,25677061,Rachael,"Had a brilliant stay here. Attractive, comfortable and spacious. Perfect location, two minute walk to the metro station and the shops. Leonardo was quick to respond, a reliable and caring host. Thank you very much!",en,Entire home/apt,1,No
163,434,88944,40422314,2015-07-31,27812388,Greg,"This was indeed a cosy apartment in Providencia. It was warm, had everything we needed and was a stone's throw form the metro and supermarket. Leonardo welcomed us with emails ans gave his cell number so we could call him in an emergency. Which we didn't have.
There was a need for Leonardo to call by wiath some building inspectors at one time ans he gave us olenty of notice and asked iur permission to come in and everyone was very respectful. 

We thoroughly enjoyed our month-long stay in Santiago. In no small aprt due to our cosy and secure lodging. Would have no hesitation doing it again.",en,Entire home/apt,1,No
164,435,88944,43409407,2015-08-19,39105694,Frédéric,"Everything was as described in the description. Leonardo was really helpful in organizing may stay, from my arrival at the airport to my leave.
This providencia neighbourhood, near Metro Los Leones is ideal for a short stay. Shops and any convenience nearby, metro and safe and clean environment.
I definitely stay there if I have to go back to Santiago.",en,Entire home/apt,1,No
165,439,88944,53253361,2015-11-07,2527034,Lilia,"The apartment has a fantastic location, just a steps to the metro station. Leonardo was awesome, responded quickly to all my questions and helped me with instruction on how to get around the city. Very comfortable space, clean and cosy. I would recommend it to anyone.",en,Entire home/apt,1,No
166,440,88944,54442654,2015-11-20,3631564,Philippe,"The apartment is very comfortable and extremely well located steps away from the metro station, shops, restaurants, groceries and banks. It is quiet and has nice light through both bay windows. The kitchen is old fashioned but very efficient. The host is professional and communicates throughout the rental time for any needs. The wifi works great. I was very happy with the accommodation. One improvement : the carpet needs a refresh. ",en,Entire home/apt,1,No
167,444,88944,64062533,2016-02-29,27748148,Giulia,"This apartment was perfectly located near shops, restaurants, grocery store, banks and the turistik city tour bus. Macarena left us great instructions to find the apartment. The apartment itself was a great size with a sitting room, bedroom, full kitchen and bathroom and balcony. There was parking on the street and in a garage. The apartment was clean, the shower worked great, the kitchen was clean and we were able to cook several meals. Macarena quickly responded to all of our questions. We really enjoyed our stay, would highly recommend.",en,Entire home/apt,1,No
168,455,88944,84694800,2016-07-08,68921800,Matheus,"It was a good experience, although somethings weren't awesome, but I think it's normal, every trip will have its ups and downs.
Macarena was a good host, even she couldn't speak english very well, she tried to communicate with me anyway when I needed some help to get the keys of the apt.
The pics of the apartment are really good, she's a super photographer! Haha! Because although it's almost exactly same as the real thing, the actual apartment looks really older than the photos can show us.
Nonetheless, me and my wife felt good in the apartment! The neighborhood is really cool, everything you need is REALLY close. And the historical places to visit downtown aren't so far by subway or Uber.

Thank you for everything, Macarena!
Until next time! ;)",en,Entire home/apt,1,No
169,456,88944,86839687,2016-07-17,56980235,Fabiana,"The apartment is very cozy and the best about it is the location. The subway has direct access to the building and the region is filled with restaurants, supermarket and stores. 
The host was very helpful and friendly. 
I would highly recommend it to everyone traveling to Santiago. ",en,Entire home/apt,1,No
170,466,88944,110155559,2016-10-24,89702574,Katty,"The apartment is in an excellent location.  It is directly above a metro station and there are shops, grocery stores, pharmacies, ice cream parlours, coffee shops, banks, atm machines and restaurants very, very close by.  The area feels safe during the day and at night.

The apartment is relatively clean with extra towels and blankets.  They are renovating the bathroom and replacing the old carpet which will be a plus.  There is no view but we did not need it as we were out most of the time.

The apt location exceeded any drawbacks to this apt.  It also felt secure because there is a doorman/concierge who was kind and helpful.

Macarena speaks little english but worked very hard to provide us with helpful information in spite of our very poor, minimal Spanish! 

We would stay here again!  

T and K from Vancouver, BC
",en,Entire home/apt,1,No
171,468,88944,113797763,2016-11-13,10126283,Juan Ignacio,The host canceled this reservation 12 days before arrival. This is an automated posting.,en,Entire home/apt,1,No
172,473,88944,127182473,2017-01-16,22456358,Alejandro,"Great place, great host. Will stay again",en,Entire home/apt,1,No
173,479,88944,136835433,2017-03-12,63126091,Claude,"Macarena is one of the best host we have experienced. From the fact that her place is as shown, is clean and has all what is advertised. You had to this that she really cares!",en,Entire home/apt,1,No
174,514,88944,228385803,2018-01-19,45100453,Lily,It is located in a quieter area of Santiago so it is a bit out of the way to get to tourist attractions. However its basically on top of the metro and shops so its super convenient. The area felt safe and was easy to find.,en,Entire home/apt,1,No
175,530,88944,294848012,2018-07-22,132673660,Brett,"Just Ok, if you are not too picky this place is right for you.  The hallway leading to the apartment is filthy and broken tiles abound.  The apartment itself is easy to access from the Metro and communication with owner is good.  Not the cleanest of AirBNB’s that we have stayed in, however towels, shamooo, soap were provided. Out of the owners control, but the maintenance people were jack hammering and sawing all day one of the days , the day we were trying to catch up on rest... may have soured our overall experience.",en,Entire home/apt,1,No
176,542,88944,403265987,2019-01-20,218906594,Ricardo,"Great location, near public transport, malls, restaurant and banks.",en,Entire home/apt,1,No
177,543,88944,406435542,2019-01-29,230727966,Josefa,Love the location. Great restaurant district. The Metro station is accessible directly from the apartment building. There is also a shopping mall below the apartment building. The apartment is lovely and clean. We would consider to stay again if we return to Santiago. We consider Macarena an excellent host.,en,Entire home/apt,1,No
178,545,90694,301015,2011-06-06,636953,Francis,"Hector is well informed & a good guide.

Meeting us at the airport was a great help.

His apt. for two is excellent--very clean & a wonderful location",en,Entire home/apt,3,No
179,546,90694,377252,2011-07-16,742973,Madhu,Hector was very responsive and an excellent host. I would recommend this appartment highly to anyone travelling to the region.,en,Entire home/apt,3,No
180,547,90694,439693,2011-08-12,176404,Leszek,Great apartment. Great service. I will definitely stay in one of Hector's apartments again. It's a pleasure to deal with Hector and his staff.,en,Entire home/apt,3,No
181,548,90694,446611,2011-08-15,800783,Thomas,"reliable host, nice apartment, very responsive and well informed. airport transfer on time, definitely a recommendation. we would stay again in one of his apartments.",en,Entire home/apt,3,No
182,549,90694,475370,2011-08-25,349439,Candace,"Hector was a good host. He was available as needed to answer questions and make recommendations.  We enjoyed the apartment, it had all the amenities in the building we like and the location was good.

Hector was helpful in booking a last-minute ski excursion.  The price was very expensive and the place was not up to par, but I believe this is because we booked at the last minute. Perhaps if you plan ahead, he can find better accomodations and prices.",en,Entire home/apt,3,No
183,550,90694,518140,2011-09-10,960458,Aryo,"Could not ask for a better landlord!! Very charming person and helpful plus attentive.. I request for a pick up from the airport, and as we drive down to town-he show me the neighborhood along with providing me with essentials information about transportation and foods areas which is the most important! The apartment is sublime, could not beat the price and the area where it is located very strategic with one block from Manuelle Mont subway, and so many restaurants, cafe and convinience stores nearby. Definitely will return to the area and use Hector Medina services for accomodation and he also provide superb personal tours and i hope next visit i be able to take advantage of his tour and travels. Highly recommended y'all =)",en,Entire home/apt,3,No
184,551,90694,731878,2011-11-20,1355902,Eugene,"I stayed at a 5 star hotel in Santiago my first time there but was not impressed by their customer service on my attempt to stay there on a second trip so I looked for alternatives.  Hector's apartment options stood out from the competition as executive style apartments at a fraction of the cost of the hotel.  I was happy to be close to the metro and the center of the city but in a quiet spot where I was not woken up at 3am by parties or unwelcome guests.  Hector himself was very responsive to all my questions before and during my stay; he provides a full service including taxi if needed, as well as tours which I hope to take part in next time.  Overall, a big thumbs up, looking forward to booking with Hector again next time I am there.",en,Entire home/apt,3,No
185,552,90694,761960,2011-12-04,1183708,Sylvia,"Hector is a knowledgeable and charming host.  The apartment we rented in Providencia was perfect for us.  The location was great for getting around Santiago by Metro and the coffee house on the first floor was perfect for a morning latte.  The apartment is very comfortable and has every convenience.  It is close to shops, restaurants and the local mercado where fresh fruits and veggies were readily available.  Having Hector pick us up at the airport the evening we arrived also made the start of our stay stress free.  ",en,Entire home/apt,3,No
186,553,90694,778529,2011-12-12,1219065,Yin,"Hector was very punctual and pleasant and we'd recommend his apartments if your'e visiting santiago.  the location was very central (close to the library, tourism center, the highest rated top 2 restaurant in, an ice cream shop and plenty of super markets and is 1/2 a block from the subway).  ",en,Entire home/apt,3,No
187,554,90694,802675,2011-12-24,369613,David,"The modern apartment was on the 12th floor of the building with two lifts and door men. There were great views of the city and mountains from the bedroom and living room's large balconies. There were thick curtains that kept sun out early in the mornings. 
The apartment had a fully equipped kitchen and washing machine which was handy plus air con in the living room and bedroom. 
The UK super king bed was very comfortable and there was an ensuite to the bedroom. Could perhaps provide some more towels when staying more than a couple of days (only had one large bath towel each and one hand towel to share).
Apparently there was a swimming pool on the roof but we weren't informed until we were leaving. 
The location is very good, felt safe late at night. Central and good transport (buses and subway) just round the corner and shops, restaurants and cafes.
Hector was efficient, polite and helpful, answering emails quickly. 
Would definitely recommend staying here. ",en,Entire home/apt,3,No
188,555,90694,910043,2012-02-08,1598345,Tom,"Hector was able to get me this apartment with very short notice.   The apartment was nice, clean, and fully equipped with everything that was needed.  The location is very good.  I enjoyed the stay.  Tom G.   ",en,Entire home/apt,3,No
189,556,90694,1004167,2012-03-15,342357,Florence,"Hector's apartment in Providencia was truly a great find. It is very well located in a nice part of Santiago. The metro is an easy 5-minute walk from the apartment, and there is a small local market right at the bottom of the apartment complex if you want fresh fruits and delicious empanadas. There is also a small convenience store and pharmacy across the street if you've forgotten anything like shampoo or toothbrush or whatever. The apartment was sparkling clean and very comfortable. The sun does warm up the place quite a bit in the afternoon, but there is AC to keep it cool. There is a nice view over Cerro San Cristobal. We enjoyed our stay very much and will definitely rent it again if we come back to Santiago. Although we did not meet Hector in person, he was very responsive by email and we definitely felt like he would be there in a second if there was any issue. ",en,Entire home/apt,3,No
190,558,90694,1149416,2012-04-18,2050159,Roy,"It is in an absolutely PERFECT location! Very well presented and has a very comfortable bed. Front-desk security are very friendly and helpful. The rooftop pool and sitting area was a bonus, but had only one sun-lounger. The soundproofing isn't perfect, but don't let that put you off. I definitely recommend the apartment for a week or two in  Santiago.",en,Entire home/apt,3,No
191,559,90694,1869154,2012-08-02,2569343,Janet,"This was a very clean, warm and safe apartment in Bellavista right near the conference I was attending. The king size bed was very comfortable with lovely white cotton sheets and towels and plenty of wardrobe space; there was a bath and a washing machine as well as TV with access to English movies. It is however, very small and the kitchen could have some things added to it- like a bread board to cut bread and vegetables on; mugs not just very small cups. A safe for valuables also would be good. Hector was very friendly and pleasant to deal with.He left some food for me when I arrived to make me feel more at home. All in all I would recommend his service.",en,Entire home/apt,3,No
192,560,90694,2201279,2012-09-04,1653538,Ralph N' Andrea,"That was my second experience in Santiago and I must say that this apartment is very great.

Well located with a plenty of restaurants and bars around and also subway stations. Must remind the great view of the Cerro San Cristobal

Hector is a  very pro active host and always concerned about our comfort.",en,Entire home/apt,3,No
193,561,90694,2279956,2012-09-14,1453755,Dayala,"The apartment was lovely, really well set up with all of the amenities and nice furnishings. And the location was great, right next to a great market (best empanadas in Santiago according to locals, incredibly delicious according to me) as well as a tourist center and post office within 1/2 a block. Easy walking to most points of interest along safe, well-lit main avenue. Hector was very helpful in getting us settled and arranging a customized tour, he has a lot of knowledge about the area and the history. Coincidentally, our tour was on the anniversary of the coup (9/11) and he incorporated a lot of this fascinating history as we traveled through the city. Additionally, when we arrived at the aiport, we were held up in immigration and custom for almost 2 hours* and the driver that he sent patiently waited the whole time for us. We were so happy to see him when we finally made it through and he was very kind and courteous despite the long wait.  The staff at the apartment is also very helpful, especially Liborio (sp?) so you are not left stranded if you need basic tips on the neighborhood, etc...all in all, a great experience and good value over a hotel. Hector is also super responsive to any questions that may come up and gets back to e-mails very quickly. He is running a really professional operation. 

*A word of warning on customs: do not bring ANYTHING remotely organic without declaring it. Go through your bags to make sure you don't have a granola bar you forgot about or anything remotely related to food, flora or fauna -- trust me on this one. The pictures that they show have fresh fruit for example but they will stop you for anything with any kind of dried fruit in it and you will have to fill out paperwork and be questioned and generally feel like you have attempted to smuggle drugs into the country!",en,Entire home/apt,3,No
194,562,90694,2675023,2012-10-21,436150,Stephen,"The apartment was exactly how it was described on AirBnb!  Very clean and the owner, Hector, treats the apartment like a hotel and this attention to detail shows.  Great location, near the metro and very close to the numerous restaurants and cafes in Providencia.  Hector is a professional and I appreciate that in an owner.  However, I do wish he was a bit more flexible with check-in times as I arrived at 5am and left at 2am, but was charged a full extra day.  With that being said, I still recommend this apartment.",en,Entire home/apt,3,No
195,563,90694,3076081,2012-12-12,3252681,Allan,"We ended up staying at both apartments because of an unexpected complication. Both are well equipped and comfortable. Everything was in operable condition - the wifi connection was good. We liked the neighborhood, especially the closeness to the Mercado de Providencia. It is good to find a place where reality matches with the advertisement. In addition, Hector was prompt and helpful if we needed something. We would recommend these apts. to others.",en,Entire home/apt,3,No
196,565,90694,3426322,2013-01-28,4436545,Mucio Tiago,"Had a very pleasant stay at Hector's apartments!! Highly recommended! The apartment looks exactly as the airbnb photos. Quite and nice location, nearby city center and several restaurants. Just be aware with check out time if you dont want to spend extra money! ",en,Entire home/apt,3,No
197,566,90694,3792584,2013-03-15,4316313,Caroline,The apartment was clean and in a great part of town! I would definitely rent from Hector again. We went on one of his tours as well and had a great time!! ,en,Entire home/apt,3,No
198,567,90694,3854941,2013-03-21,2148327,Jim,"Hector is very professional...fast responses and he offers a wide range of flexible services.

The unit is small but VERY well appointed.
The bed is large and very comfortable.
Kitchen is well stocked with paper towels, napkins etc.
Check-in was easy and flexible...Hector provided a tour of the neighborhood (in his Mercedes van) pointing out coffee shops...restaurants...ATMs...grocery stores...etc and a general overview of the larger Santiago area.

In the summer the living/kitchen area A/C would be marginal but the bedroom can be closed off and the A/C should be adequate. 
For us...from Mar 17 to Mar 20...the A/C was OK.

The unit is in a GREAT location...right in the middle of the Hop-On/HOP-Off bus circuit...the nearest stop is only a 10 - 15 min walk...and the subway is only a five min walk...!!!

We hope we'll be able to return...SOON...!",en,Entire home/apt,3,No
199,568,90694,4174001,2013-04-15,5439915,Rahul,"Hector is fantastic.  When you rent from him, you not only get an apartment, but close to a hotel experience.  The apt is in a very very good location, with doorman, very clean, and just as advertised.  The apt is filled with brochures and maps...perfect for a tourist.  He also provides many services as in tours, transfers etc...but no pressure for you to take them through him...great experience.  Would recommend.",en,Entire home/apt,3,No
200,570,90694,8288826,2013-10-23,3841885,David,"Hector was very quick to respond.  He made our arrival into Chile easy with airport pick up (extra charge) but worth it after a long trip.  The apartment was clean and very well stocked.  Hector also provideds tour packages and cell phones via his tour company.  This apartment was very well located to markets, restaurants and the metro.  Also the best empanadas are located next door in the market (closes at 1500) and the best drinks down the road at Bar Liguria.   ",en,Entire home/apt,3,No
201,571,90694,8419824,2013-10-29,3841885,David,We liked the place so we stayed there again on our return to Santiago.,en,Entire home/apt,3,No
202,572,90694,8709910,2013-11-12,3891704,Michael,"Because of a glitch in dates, the apt in Providencia was unavailable, and Hector graciously offered to exchange for one in the 
Bella Vista area which we liked very much.  It was modern, clean, well furnished and part of a huge complex of buildings taking up about half of a square block.  The apartment was completely satisfactory.  The area was full of restaurants and coffee shops, near a couple of museums and fine for walking around.  It is one block from a lovely park.

Hector was terrific.  He met us at the airport at midnight in a large car, and gave us a mini tour of the city on the way to the apartment.
He is very energetic and is also a tour guide and gives private tours of Santiago and the surrounding area, which we unfortunately were unable to take.

Hector was very gracious about correcting the mixup in dates  was waiting for us at the airport and was very gracious in our dealings.",en,Entire home/apt,3,No
203,573,90694,8911694,2013-11-25,2339039,Michelle,Hector was a wonderful host.  Very helpful and thorough.  ,en,Entire home/apt,3,No
204,574,90694,8989198,2013-11-30,2736917,Michael,Hectors apartment is fantastic. A modern clean space ideal for a short stay. The bed was superbly comfortable and we slept very well. The lady who met us at the property very graciously bought me an extra pillow which was a nice touch.,en,Entire home/apt,3,No
205,575,90694,9543869,2014-01-02,5469816,Damian,"Great place to say. Neighborhood was quite and nice. Hector helped us get to the apartment the night we arrived (we got out of customs after midnight!). The apartment has a good amount of kitchen supplies, so we bought food from the store and made use of them. Only comment would be about the air conditioner... it doesn't do a great job of cooling the apartment during the day. Other than that, awesome experience.",en,Entire home/apt,3,No
206,576,90694,10068600,2014-01-28,5646281,Alex,"Overall I had a pleasant time at Hectors place, he was kind enough to allow me to check in a few hours early, and likewise he allowed me an extra hour to check out ( chargeable after the hour). The location was perfect for me and the terrace and swimming pool on the roof was great. My only criticism would be the air (Website hidden by Airbnb) pretty poor, so don't expect an ice cold room! Oh and bring some earplugs if you are a light sleeper as there is a bar next door and it was noisy on the Saturday night. But all in all I would recommend this apartment and would book again if back in Santiago.",en,Entire home/apt,3,No
